batch_size,mutation_rate,problem_path,init_type,fitness_type,solved_time
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0856.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0345.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0223.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0666.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0658.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0977.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-090.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0734.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0692.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0717.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0139.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-036.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-057.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-095.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-076.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-048.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-068.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0263.mwcnf,uniform,sum_or_nothing,0.0019178390502929688
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0567.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0480.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0113.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0130.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0598.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0176.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0733.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0418.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0359.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0300.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0103.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0346.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0183.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0701.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0492.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0283.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-093.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0519.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0516.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0138.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0224.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0257.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0676.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0608.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0443.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-092.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0478.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0682.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0968.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0160.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0905.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0512.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0752.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0736.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0755.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0936.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0264.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0521.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0832.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0379.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0917.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0827.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0126.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0708.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0841.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0407.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0961.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0367.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0368.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0464.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0316.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0524.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0319.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0639.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-064.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0454.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0326.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0594.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0982.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0777.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0158.mwcnf,uniform,sum_or_nothing,
