method,result,elapsed,args
solve_branch_bound,29237.0,0.0005619525909423828,-I 231 -N 10 -n 24 -W 3000 -C 3000 -w light -m 1.0 -c strong
solve_greedy,0.0,3.3855438232421875e-05,-I 161 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.0 -c corr
solve_greedy,12684.0,4.124641418457031e-05,-I 201 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.5 -c strong
solve_dynamic_cost,25064.0,0.7082569599151611,-I 331 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.5 -c uni
solve_branch_bound,0.0,0.00034880638122558594,-I 171 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.0 -c strong
solve_branch_bound,28269.0,0.0005259513854980469,-I 221 -N 10 -n 24 -W 3000 -C 3000 -w light -m 1.0 -c corr
solve_dynamic_cost,33352.0,0.9823648929595947,-I 91 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.5 -c uni
solve_branch_bound,0.0,0.0003788471221923828,-I 311 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.0 -c corr
solve_dynamic_cost,29187.0,1.0497188568115234,-I 421 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 2.0 -c uni
solve_bruteforce,0.0,0.0005660057067871094,-I 151 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.0 -c uni
solve_dynamic_cost,50419.0,0.9233381748199463,-I 441 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 2.0 -c strong
solve_branch_bound,0.0,0.0003819465637207031,-I 21 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.0 -c strong
solve_branch_bound,36952.0,0.0005581378936767578,-I 141 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 2.0 -c strong
solve_dynamic_cost,26163.0,0.764786958694458,-I 91 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.5 -c uni
solve_dynamic_cost,29187.0,0.567119836807251,-I 241 -N 10 -n 24 -W 3000 -C 3000 -w light -m 1.5 -c uni
solve_dynamic_cost,0.0,1.3113021850585938e-05,-I 301 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.0 -c uni
solve_greedy,22057.0,4.7206878662109375e-05,-I 41 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.5 -c corr
solve_greedy,27398.0,3.910064697265625e-05,-I 341 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.5 -c corr
solve_greedy,19408.0,4.482269287109375e-05,-I 251 -N 10 -n 24 -W 3000 -C 3000 -w light -m 1.5 -c corr
solve_greedy,37837.0,4.601478576660156e-05,-I 81 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.0 -c strong
solve_greedy,28329.0,0.0009479522705078125,-I 181 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.5 -c uni
solve_dynamic_cost,33352.0,0.8893160820007324,-I 61 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.0 -c uni
